Collection Name,Floor Purchase Price,24h%,7d%,Total Float,Floor Cap,Volume,24h Volume%,Sales,24h Owners%,%Float,24h supply%,image_url
0n1-force,0.42,-9.68,-19.23,7780,3267.60,7,-0.58823529411764705882,10,0.02,6.20,7.35,https://lh3.googleusercontent.com/7gOej3SUvqALR-qkqL_ApAt97SpUKQOZQe88p8jPjeiDDcqITesbAdsLcWlsIg8oh7SRrTpUPfPlm12lb4xDahgP2h32pQQYCsuOM_s=s120
0xapes-trilogy,0.19,-9.52,-17.39,9534,1811.46,11,-0.38888888888888888889,44,-0.10,11.51,-1.26,https://lh3.googleusercontent.com/RpkU22TwUksonije0rrA7_edf7J5fZkCnLEmKbSPNa7rjL8uB2H_5gIple5CgzWcH8G8bQJz4Xhr7EJMYWkKPPDkzr5CRYXL1mlyieU=s120
1989-sisters,0.85,7.59,0.00,1990,1691.50,6,0.50000000000000000000,6,0.28,6.18,6.03,https://lh3.googleusercontent.com/ooFbPo1SL_BS92QSHiGT9ks1dRtQrLLAN34fuINYOp7vEOtDJQtWPj5ZKcmKMxW03L-ttEACrBev69jAj3gZ2q3ORnrRJVLCEqaorQ=s120
24px,0.04,0.00,33.33,9900,396.00,0,,3,0.00,5.21,1.78,
3landers,1.6,-11.11,3.23,10000,16000.00,531,-0.11055276381909547739,277,0.36,20.51,1.03,https://lh3.googleusercontent.com/jM8itRiSM3hI8RWokMkhR97JdoIzukU3DUEO-9MD3i6r6DnTBW6efbv1617zES0MfoiWzW4f3UaL9lgRr61vf3Cj4DDPIsk_XjNBXQ=s120
888innercircle,0.55,-5.17,-29.21,3,1.65,12,0.33333333333333333333,22,-0.19,66.67,100.00,https://lh3.googleusercontent.com/pnJeSudJAfhAinecDqcM4-VJ-u4LbdIXeoJdZ-y0PqtDzvNF7qDK8aUXn9duCUyMGLtgS_J04D9-wLlqgZKei931ZdQ59bbJMPZpcg=s120
8sian-main-collection,0.088,-11.58,-25.86,7833,689.30,1,-0.50000000000000000000,7,0.02,7.98,7.02,https://lh3.googleusercontent.com/eAULPaXEuD9oufUOtA-_c1MbS71hh_s_2LUMWs_xYBQW4DFqXNU1f6IrEQcE6Zv0gnV3kUyYPPt7mIzsLRhQEEDSkraAnPv81eLi=s120
8sian-vip-gold-pass,0.066,-13.16,-31.96,2,0.13,0,,2,-0.14,100.00,0.00,https://lh3.googleusercontent.com/eAULPaXEuD9oufUOtA-_c1MbS71hh_s_2LUMWs_xYBQW4DFqXNU1f6IrEQcE6Zv0gnV3kUyYPPt7mIzsLRhQEEDSkraAnPv81eLi=s120
acclimatedmooncats,0.5,-7.41,-16.39,18367,9183.50,7,1.3333333333333333,5,0.04,3.72,9.11,https://lh3.googleusercontent.com/RwIPOH0RftzOWtyC0WBnMx2X4_4Xqeimk5iT6I1xNQKSuRTVNwBY0PcA6MkCiX2dVP5U_MDbseAq3LoaJ7BY_xyTfLpeUsGtt2-WTA=s120
acrocalypse,0.388,0.78,-9.77,10000,3880.00,55,0.10000000000000000000,144,-0.13,11.86,-2.87,https://lh3.googleusercontent.com/2A1CFc0BZ_4wmXLeAd-2KgxsRGa_KdkvBRex3BC64HoPnLPzBjPz79xmX5JPq6OXEx8yhc38oGIlh1OjwDqvgU0-Tx_s3P9hAdUY5Fk=s120
adam-bomb-squad,0.689,-2.96,14.83,25028,17244.29,55,0.34146341463414634146,49,-0.12,5.07,5.75,https://lh3.googleusercontent.com/AFLfluhz2BbvfAUDmTdZzZKvF-wETqzYFZUefPJIw9tO9uXiqftaznKxpgUobXFQqpmG5n2tgAvjbSycubZZ7E89D4K8QbzIFtGWCkY=s120
adidasoriginals,1.34,4.69,-9.46,5,6.70,117,0.51948051948051948052,90,-0.07,40.00,100.00,https://lh3.googleusercontent.com/_wXtGDZ07ZelRfyfqDQkhoTX_feD_w3wdFuJ25z2ZLA1R6GFzuQ2jOGURRS8d7UEJGJd1svd61tZnGRS4zN-VXTUUVmg8Wymt-Uk=s120
akc,0.1265,-1.94,-9.64,10090,1276.39,3,-0.40000000000000000000,16,-0.11,6.02,-1.78,https://lh3.googleusercontent.com/BmTeBOPt6ORxpskCC1xFsTNvxyBDEwj85u6apUTvfAngVPIME3coIUwwcwGC8WKgTjfGgH3gzx2ze15KxPBkzF5ZDsBk87dcjgVQoLY=s120
alienfrensnft,1.43,-4.67,-22.28,9209,13168.87,57,0.16326530612244897959,33,0.06,9.51,3.55,https://lh3.googleusercontent.com/_zidXBb2QsMBD6OYdjED63tczeXDUr1ah7zvhSSLHQjU4BF-H-lUexkLJ76_ahmbkkItEiH738jVPG88DOFVdt4GX377cvNNgCyzFT4=s120
alpacadabraz,0.528,-2.58,-24.57,9673,5107.34,13,-0.38095238095238095238,25,0.00,4.91,-0.42,https://lh3.googleusercontent.com/3Lp0Vst9cxJ5YxY5hk5AFNyonTLpHEQMsVo_7pvyBnmxq9f4vn3K1W9eJYH-QuEuOoQQ3zm9yLWAluHZst2xse_CLP1XmOuFEcVD=s120
alphagirlclub,0.2,5.26,-4.76,6868,1373.60,13,2.2500000000000000,59,-0.38,8.43,4.14,https://lh3.googleusercontent.com/UC04UfBSXbKmbUikVF5oE5lqrhGvK1Z4O5ZU8TRBhfRFTYyQAMywLRa3D_H74Vin1hPJqVd-e2H6EH4-ycuqaE12fouxuQPHp9mpoQ=s120
alphakongsclub,0.162,1.89,-10.00,8538,1383.16,5,0.25000000000000000000,29,-0.05,9.64,-3.06,https://lh3.googleusercontent.com/iNOK47tTL7ARQf_62meXat5v3lTVniEk1ui4bdJ1GfdG_-2fVOS5ea37IvvtIMx-iK9FFEv5EM51u7sYHkrC4hrQvtErYKArGXK5=s120
anatomyscienceapeclub,0.049,-33.78,-24.62,8018,392.88,2,-0.66666666666666666667,25,0.02,7.93,3.92,https://lh3.googleusercontent.com/Dem7KNVqBK5_wF2-PJD1qF5MYi_tt1S5MNlQQ8HE0gYYY6h-pSJ8WDK8zkOTkxLUiPKXjd9NfvMPCyABONhAe8v3raeli7T8O_rw=s120
angry-ape-army,2.8,-6.35,-22.22,2301,6442.80,5,-0.54545454545454545455,2,0.09,6.52,7.14,https://lh3.googleusercontent.com/QdRe37lcd-KVp5OaCXynDYxUYRpc2i_oPuwGAdzijOmEMz58ezT-CeGRav0nHx-WSSQoWuMQ3xs83s9fHz9hn-nqFV9zGbcNOW1lIg=s120
angryapesunited,0.03,0.00,-11.76,8904,267.12,0,,8,0.02,3.19,4.03,https://lh3.googleusercontent.com/XtRyRVN8SeuVHr2kjIggI_5FPzfUt_q9VwNQf_z9k3KfkpbDhmRuVWRhBYTr8hs6rQ0q2qSE19ZSQ0Pxq6PgpT5BzSVVyId3KjSg=s120
animetas,0.23,-2.91,-20.69,10117,2326.91,1,-0.50000000000000000000,3,-0.02,5.35,6.71,https://lh3.googleusercontent.com/Cc3FG95r-fF8YJVYJ3OkTFCE8jLIY5yECF0Tlum7DckaYC2ZA8hKvm_eD3siPrQS8LoYpUccjbnYCXm_Cj7myBgeAbUwCnJ5XSGf7Ws=s120
animonkeys,0.194,-0.51,-25.10,2506,486.16,0,-1.00000000000000000000,1,-0.11,3.63,9.64,https://lh3.googleusercontent.com/aEZb_686asw8UNs3c1ACkm9yuqvng3-eJFXZwcy0uqMk99nVRNyLJI1lRcPa6UcB8ea2CxHHku_0da8DEI2LNMgT4g4vEYIGQGJy2A=s120
animo-official,0.11,-8.33,-25.68,10074,1108.14,5,0.25000000000000000000,41,-0.05,4.66,8.31,https://lh3.googleusercontent.com/229yymdpJAwjlwJfQOlRbh_uoDLnMaYsTk8pxnwSq8Ygz2fQ3dWCh7IXWs1jviyfHycW7jH9R3AcNK_Hn0Z7NFfoNayiUsu4brwrBTk=s120
anonymice,1.68,29.23,-4.00,10000,16800.00,23,22.0000000000000000,15,-1.09,0.59,-16.90,https://lh3.googleusercontent.com/308aB5WLnVeBKohs3RrlCwGqGyJuqZCHdWFQNKyGk2JEciYFWK8gYYFHUC8fFESnJbWx9RideuRZseLCzKkVc9jUoOg-xHazbA8cikk=s120
ao-art-ball,0.07,-6.67,-17.65,6734,471.38,1,-0.50000000000000000000,17,0.00,3.24,2.83,https://lh3.googleusercontent.com/aZRJAkBS5yajjrALhyk4r3T7Q6B23Ft96L6j44oQH9pbXAchREZCNdIy6duXE133KdM1GqQCdh6rvxADvoJQXTS6vC1xcmQC_dnsog=s120
ape-gang,0.189,11.18,11.83,10017,1893.21,5,1.5000000000000000,10,0.26,3.84,4.05,https://lh3.googleusercontent.com/cEiksZBSTCK4fiz1DITT7d5q3acChd0OntK03C8y4POieqyIttFSdTng3syOb8XI5-OZsIhSQBzoI178SjusO5YDXe158KXpHAbnNUQ=s130
ape-gang-old,0.17,-5.56,-10.53,10000,1700.00,0,,1,-0.70,0.96,7.87,
apes-in-space-nft,0.053,-3.64,-30.26,1811,95.98,0,,3,-0.02,24.63,7.73,https://lh3.googleusercontent.com/fWnJlcJ02VXA0w04pifzYoSnXKrpx99Hw7-Zs7oPvi8SllmKUadYbMjTuWDqHLqvutvqb44Y8cW3mBF9s1Xyt3ky2eIKO7iYUD3Pwg=s120
apocalyptic-apes,0.48,6.67,20.00,8875,4260.00,57,0.05555555555555555556,85,0.31,8.47,9.62,https://lh3.googleusercontent.com/JnYVLZbfTcLlwnRa2Zm5NWXOHWlSH4YR3_TIbVjvyACSCsEszfm4xhV2IbP5q1yLrto2U3a7vYx8ud0fZ2HripLevu8mNXgX9Iop5w=s120
apostles-genesis,1.098,4.57,-3.68,7215,7922.07,49,0.22500000000000000000,19,-0.16,3.09,18.62,https://lh3.googleusercontent.com/KQ_Jm2nXdNAfDvMHxzoZ-1X7v5hGUFbWjAZpR-OTZsHuJy4W8tMkc07gULnRahgZytYh8v6mRMRgQ0q_05xGS2Qqub_7WTxJKBu2RGc=s120
arcadenft,0.092,-8.00,2.22,6076,558.99,0,-1.00000000000000000000,4,0.03,6.65,4.66,https://lh3.googleusercontent.com/l6QJMbOmUZNNVRf-KI2o-3h3_cwJ9heUISDEa5_LxKCZfUHiQ36COixUb2DgzmFgJNPahj1vCpcsGkywoVZc7rLeS9BPwsDRacLVHP8=s120
asm-aifa-genesis,4.9,-2.00,-1.80,10001,49004.90,5,-0.66666666666666666667,1,0.00,0.61,19.61,https://lh3.googleusercontent.com/1zBGv7flcBW0Kh8lRdJlZxmiP6F7hPel2XHVFGJDytrz4IBveQPR7B6DSrGMSkxCw1LErUWYVAOPUIvgVDaUOzEcaoEpx9BOpOE98NE=s120
asm-brains,3.0,0.00,-25.00,3127,9381.00,40,0.08108108108108108108,13,0.08,3.23,4.12,https://lh3.googleusercontent.com/IbvW1k5GNi-3kcGDSUlguX6JsqxxdJgDhEXT9pnlk8KmHch_M9QyhaES0gBY3EzECeYKUm9SSQ4y0wfPHnU7MrJHfdqS5uXm71q9fCo=s120
astroheadsnft,0.029,0.00,7.41,8863,257.03,1,0.00000000000000000000,27,-0.07,3.68,4.82,https://lh3.googleusercontent.com/Tpi0VJMVdGivJZDuDG8IeAROfOOt8Ykfef4jFadaB69MhpLrmJT5ngTkkRWbqGw8HAzWThHufeUw9x3X_Y6aF0-Trmfo38Qordk=s120
async-blueprints,0.0198,0.00,-10.00,665,13.17,1,0.00000000000000000000,7,0.17,84.06,1.45,https://lh3.googleusercontent.com/UMC1b08UvLhCEgjHQzGCSpQXSSGmMojcm1y-dL0Q5XISLe9f9jX5Q2xqug26gevnp8-XoQvzd-Pv5S47jvw-bB-Dn2DIaH9fietb4g=s120
autoglyphs,174.5,0.00,-10.51,512,89344.00,0,,0,0.00,0.39,0.00,https://lh3.googleusercontent.com/BX7cWHwWFzo6FVh-Ql_qzFbXtADQgLLlpLOl3l9tS6hUPlgtGHgHn_E1FxiHXmzNlvig00ZEAk9uZU-tMPT2Fg=s60
avariksagauniverse,0.08,-9.09,-11.11,8907,712.56,5,4.0000000000000000,22,-0.08,3.49,2.64,https://lh3.googleusercontent.com/3omfnxEXm1_7tKwSwisxPHB5CxCDpEqZ1eY84RaY2TBiWdmK3B8noMmlUCozFGTsWKRFSJfajPoRmxrkTL0kTLdusYlA0G5ZaQ9U=s120
avastar,0.1,0.00,-15.25,25453,2545.30,0,-1.00000000000000000000,2,-0.02,3.26,1.84,https://lh3.googleusercontent.com/nqAH3M0pky9XgNVA5p2rCplmpNX-K3F2aH1CMQ9i30ILpTklFW-lAhbMMXdDOQvLynbQqh883ivRwAjbz7_-59Jo=s60
avid-lines,2.9,0.00,-3.33,500,1450.00,0,,0,0.39,3.80,0.00,https://lh3.googleusercontent.com/csTwo6-qkzy2jje1WWJQI-T0Eto5EL356rXF02QnaOcaJl1jc7na1K4kpCtAf9HHqP2tXfqxaR5y5oYRQG9VnHzkWscCIEN9FVHhoy0=s120
av-yacht-club,0.15,-14.29,-23.86,10005,1500.75,1,-0.50000000000000000000,6,0.13,3.98,-1.73,https://lh3.googleusercontent.com/IYhqJ3hrg5-LbOpajIVqCR80YEVawqar91oo65fo_t3g6UhHBTsSv6vQwRnTaysBoFhKze5gQJpeFCAZYlbsEVAeu-jQabQ2Sftc-MQ=s120
aworld,0.12,-13.04,10.29,1876,225.12,0,,0,0.00,2.13,8.11,https://lh3.googleusercontent.com/hY324VOvCOlj3yivljoPcOLecFuPiFDI2J2G7L2fBpTd-zoFnWhLwWtcAa-JksLK912HCU3BMUwbBnfi3PBSVIb0_v9VtHwgskABfw=s120
axolittles,0.089,0.00,-1.11,10000,890.00,1,0.00000000000000000000,9,-0.05,4.29,3.37,https://lh3.googleusercontent.com/4XS5eZoT650ZUZSmJAqA5Tw6BIeZevkvZEdb1kPiB80J17GhgYclqrMVGFTnFWkI5svRElDgaPhCUVPNzg-0hbnnAU2TKsunhtVtYw=s120
azuki,10.6,2.91,-7.83,8911,94456.60,395,-0.05727923627684964200,29,0.11,13.50,0.67,https://lh3.googleusercontent.com/H8jOCJuQokNqGBpkBN5wk1oZwO7LM8bNnrHCaekV2nKjnCqw6UB5oaH8XyNeBDj6bA_n1mjejzhFQUP3O1NfjFLHr3FOaeHcTOOT=s120
bankless-locations,0.085,-2.30,-2.30,3,0.26,0,,0,0.00,100.00,0.00,https://lh3.googleusercontent.com/LRP60XS-r3lp3WkE9BETmviojUSH1p52CNFP5Ns0AdywwrRBl3mSfhB0-F7O3kunLDgFKadfB5Jn17A7V4My_iDNINTr_kf-ggWjsw=s120
bayc-honorary-members,299.0,0.00,99.33,35,10465.00,0,,0,0.00,5.71,0.00,
beans-dumb-ways-to-die,0.15,-11.24,-5.06,10000,1500.00,16,2.2000000000000000,44,-0.36,6.56,1.39,https://lh3.googleusercontent.com/qXvhLctJ8ajL_68PNU10U_Gb8fjgk_1b7OgLGLEQiBqrS4lMeTvRUnz-YF_Z6l_WhgF_fsZPlBqdXui-LTnqu74WOgifLgSIF19N1g=s120
bears-deluxe,1.079,-13.33,-11.56,6902,7447.26,13,0.44444444444444444444,11,0.22,2.65,15.82,https://lh3.googleusercontent.com/InPgClcuGiNA5TdEGTu7zuGSv1LDJ54L_sC49G7fqJ0YawDcdmN78t7iShcrbyQ_sdoUyjyBAoXVMTKaaf9OP8ekDyBaEEWJMiDbi8M=s130
bearxlabs,0.19,0.53,-16.30,3708,704.52,1,-0.50000000000000000000,3,-0.86,3.83,3.65,https://lh3.googleusercontent.com/sNCr_D2IN0TSZl_tvbE0Iu5xQ9soZnl1q3_u4LqVvX36mHJQ72UZabIbbW3C4uYZ4tvEY3N6cP-iwX3vrp2wSmFB8zxglV805Xxcsw=s120
beeple-everydays,25.0,0.00,0.00,726,18150.00,0,,0,0.00,1.52,10.00,https://lh3.googleusercontent.com/MGcmQRCEiTuP8PxyJaCfCTZ1kE2q9kOOqicJrQca0KbqgSRh7cRxLksFSEyqjCJfuBrz0QDS_na9O2yS2XGFW761PEGyYb5kaJIInlE=s120
beepos,0.03,-14.29,-50.00,10101,303.03,2,0.00000000000000000000,57,-0.86,9.70,2.73,https://lh3.googleusercontent.com/eQpfW4S2xpLC6xor5scSwRWq9YPejft0yB8gs4vKQ9h-4OlsaHoNXO1jlExo7eG3fB5xPprOvWMHJ4CgbleEMz3jE-1zWD4b0HEQkzA=s120
big-cats-official-collection,0.218,-20.15,-18.96,5105,1112.89,5,0.25000000000000000000,16,0.00,12.69,2.21,https://lh3.googleusercontent.com/DBhjid9hPXzT_AS-Q6avDfqE61q9bqPSxxlApYCqWbQaxfXlsWC2tHCcDxqGcO9YoJCPqXRmJSu8SfTYasVlzHui2obiRZLAaAPJQw=s120
billionaireclubnft,0.065,-18.75,-35.00,10356,673.14,0,-1.00000000000000000000,4,0.00,3.72,5.19,https://lh3.googleusercontent.com/XuNPbnt2IMjSrzmTEd8aZZyJRh2KQr2kauOB0IlvCcoPPzS7vSLvYzbDzVDFZS5M7aMIjyJ5FSf1zO8Y5k3NZvrLu4cqoWjlMAxe=s120
billionaire-coyote-cartel,0.27,0.00,-3.57,2222,599.94,1,-0.50000000000000000000,1,-0.38,1.80,5.26,https://lh3.googleusercontent.com/MLvcC49tTVxPt-1rm6w-A-HVPpJBEHaShif59iAqIE_WpNMAKyj8Vt9XtTt017yCCVw5IhvTMxOkjg8l3hiUaMpGJVQKAGHkC-kIUA=s120
bitairt,0.36,-20.97,-37.93,3074,1106.64,1,0.00000000000000000000,2,-0.14,5.11,19.85,https://lh3.googleusercontent.com/EUGRVvsHqslpM5yKXU2Ga-EntseA--VIMu9_fuP9dl_T_BQg1L4RPUlUOCWYaVoBISpaKBSnJZmuD5kZo0X5slE=s120
bitcoinbillionaires,0.0599,-0.17,-7.85,13337,798.89,2,0.00000000000000000000,19,-0.12,2.87,1.59,https://lh3.googleusercontent.com/6Yv993upc3BPkhYwScYjM-bjz412-ZbLbFAnMKcDMA9oY1jReVlf_mJKoRVl5Kc7-cVpnuEYSWYS-em92j7DN6jXwI2R7vKf-0sVFA=s120
bladerunner-punks,0.015,-9.09,-11.76,10040,150.60,0,,14,0.02,5.55,10.08,https://lh3.googleusercontent.com/PO_IhezLRJK7znyM8hEltcrSncQnhsfDcreim-4Q_CWm1HZXVOtk0uMXP1nX03T6O6UFytwz0VL5Q57Zwq_c60qlTRWzqEMG8O2GXw=s120
blitmap,6.9,30.19,7.81,1700,11730.00,10,,2,0.50,3.12,-7.02,https://lh3.googleusercontent.com/N61iOqLx-qWAjIqVet9L0Fx-tWrgr_Jn6hdlyke23nnRdkRqDeE8Htz_BVjlOJ7KxEfB3KyujldKWnQg0bDao-Y1zyEJnogKtvaf=s120
blockart,0.03,0.00,0.50,10696,320.88,0,-1.00000000000000000000,2,0.04,3.64,10.51,https://lh3.googleusercontent.com/UqAJVaJcMo_aJodG7eJlzgFL8R5n_TTxcxEP9jHRrExUdDF6IyuysJoPI87sUi07Gu43fgy8ne9QKfKMUi5Uizz8RA9LcFPRXbBZ1w=s120
blootofficial,0.058,29.18,-34.83,8008,464.46,0,,9,-0.08,2.95,-0.84,https://lh3.googleusercontent.com/srjbORK3qPUaMDvBC1EfaMrr3KK1fIg0T6G69QFg-czyTS4wfMm-rP9stVwh4_HyA3QSqMvzc8Ry0NY0OgNClVTaR6dGl6iBTyGMDQ=s120
boonjiproject,0.1898,-0.11,0.64,11119,2110.39,6,0.20000000000000000000,25,0.04,4.87,2.85,https://lh3.googleusercontent.com/M5eV3dgE01GIJbt7VZ-Vx4B2Xo42RaFXGT3R-ynrwmrqDEAoq1MacTZlRgYuSPHk6jD73X1l18H5CIg0ZPy7xUSA-p_1GsSWQT9cLuQ=s120
bored-ape-chemistry-club,20.99,4.95,-15.19,28,587.72,20,-0.41176470588235294118,1,-0.18,28.57,33.33,https://lh3.googleusercontent.com/Mf4vImKbzrJUcj7f7RZNOl9iZSEEJgkvpiUp9ugXc9dcpxFe6fvVgxYcRmTI1PnvfL_X1bD3mH4e66j6aJhqLEYm0vvpC8Jy8XJNZOI=s120
bored-ape-kennel-club,7.2,-3.23,-2.04,9708,69897.60,72,0.60000000000000000000,9,-0.04,4.16,3.59,https://lh3.googleusercontent.com/l1wZXP2hHFUQ3turU5VQ9PpgVVasyQ79-ChvCgjoU5xKkBA50OGoJqKZeMOR-qLrzqwIfd1HpYmiv23JWm0EZ14owiPYaufqzmj1=s120
boredaperound21basketball,0.22,30.18,16.40,4500,990.00,1,0.00000000000000000000,8,-0.07,1.42,-9.86,https://lh3.googleusercontent.com/5inWobm_TnpX_f4T3WoKO6L-sLY2zRob_gKGgat3Qqcik_4lB8TDFpFUaDM5b8ZAZQHb6FcNtKOCVXCC-CBA6M3K8-vXBJhVsoYi=s120
boredapeyachtclub,88.888,2.18,-2.85,10000,888880.00,619,0.00487012987012987013,7,0.05,6.06,3.06,https://lh3.googleusercontent.com/Ju9CkWtV-1Okvf45wo8UctR-M9He2PjILP0oOvxE89AyiPPGtrR3gysu1Zgy0hjd2xKIgjJJtWIc0ybj4Vd7wv8t3pxDGHoJBzDB=s120
bored-bunny--nft,0.07,-12.50,-39.13,5011,350.77,1,0.00000000000000000000,7,-0.03,8.26,1.72,https://lh3.googleusercontent.com/CvXnZGvi0_X3r9RA9oK0gUQC8FnmKqnC74kMSyp59p0x_lQPHcdanflWikhqi7J0pEtuTRB5SqA6k0WF_SkzriL9MCsXJb3HVQNzOQ=s120
bossbeauties,2.64,14.78,55.39,10005,26413.20,162,0.90588235294117647059,65,0.20,5.06,11.21,https://lh3.googleusercontent.com/pSvJC9PfgSxXROesWTc2SACmMT598Vuv0g5kURR7o-0wkdhkRQKIw__fghIs-zhL-Ja-qOzI7_twdyglU75FOIksxpuuEhh4-fVDEK8=s120
boss-logic,0.16,0.00,33.33,1754,280.64,0,,0,0.40,1.08,11.76,https://lh3.googleusercontent.com/0D_Yfj7rSYi0onQvEmLyRlv4IJVgCFq9987LJgXF9t7UIFB5IyhlSGHNwwEzhxt-ccC9q4JrIoUeWlkkeaOmLCXeuwZ5pSRZHAP2=s120
braindrops-1,0.096,23.08,-11.93,2526,242.50,28,6.0000000000000000,98,0.98,20.70,1.55,https://lh3.googleusercontent.com/hDnXl8e8hJlp4GmaYeP8DZy5Oe0cbIzC5pfMs4NFh-UUzK1fq2xsBjFowW4czLpjT4DLnfnxG39iUVWB0N9RIV1WavyOnNCVYUAmwWA=s120
break-the-internet,0.1,0.00,53.85,51,5.10,0,,0,0.00,21.57,0.00,
bricktopians-by-law-degree,0.24,1.31,0.00,3509,842.16,9,0.50000000000000000000,33,-0.04,11.54,-4.48,https://lh3.googleusercontent.com/KCPkIUBKkAIeykBjwFKbk0_VO2QLSNKbbhYgC9alZwsSCTDxAUPAuxHFaQMNqkodnu_DVv-bDB2cswWPmfHlwUattsMnFbR1R8_saFs=s120
brotchain,0.69,-8.00,0.00,507,349.83,0,,0,0.00,5.13,18.18,https://lh3.googleusercontent.com/94UUt89IKyW9isVCNsoQKmTsm5TSkUB-99-aTPY-NhN8tXwR3qbUXdsd00hyErRwBDHmzJn48Jh1JSnInmaF0DTomhU0O7-SVXXe=s120
bubblegumkids,0.069,-13.75,-13.75,10010,690.69,1,0.00000000000000000000,7,0.06,5.26,9.34,https://lh3.googleusercontent.com/HYHYrxA3Wm9KvfIUcrp4zRBYeDK1KNZwXmzNYECRrB-e47khw5UNSqCkZTeROi9af8PiAEIVScQRKnpiY5mQVn4GjfWtIBKEHlRI=s120
budverse-cans-heritage-edition,0.34,0.33,-26.76,1805,613.70,2,,6,-0.39,7.31,-4.35,https://lh3.googleusercontent.com/wW345cIrmzjwJsTDH2exkG-T3aMBR6f9ZylvDV8Li-vmwlnnU6D3VY3ML3z0Kqu5_BxHj8MWYknKiw4pc1Ccn4v5oU45dSJ9zdYnvw=s120
buzzedbears,0.0199,-0.50,-33.67,9999,198.98,0,,0,0.00,2.27,4.61,https://lh3.googleusercontent.com/SCJfnOL5zVHRK_SOx7QjmbfdKTWnRlrxKJewwJU8hH2ghquIw5cCGLXJZ3G8-YJH2bupNNQJlRmCb6pQ79ANf-wgjulOxXtEnXoErRg=s120
bvgarden,0.33,-5.71,-5.71,4447,1467.51,1,0.00000000000000000000,3,0.13,5.42,1.26,https://lh3.googleusercontent.com/FVf_f8OuqRMsdlWGEKXXrudQmXF-zUyaRxRsxvZQ42WjmFr3M3NIuQtvjrenvzum72eT8TU3PQELp2adC5BNV4nRbaR6k26joKH3EA=s120
byokey,2.777,-11.84,26.23,1,2.78,2,0.00000000000000000000,1,-0.44,100.00,0.00,https://lh3.googleusercontent.com/YEs1s94Pxj5MmnruPXJ1p_KJPyd-oUEmLYeMCRwov1C59Ows3yWuzPh4AnS7K2XIdj0bZgMIVKzWKyM2CUy8DO4uYIMwEs4gb7a1Ew=s120
byoland,2.0,-4.31,24.22,10070,20140.00,79,0.16176470588235294118,36,0.00,3.21,11.76,https://lh3.googleusercontent.com/KbV7LSUwQfKg05RPpQsKy6oMBDyYCLIk6B_oeDkCWY6aGOzLCH2dBps5-eQOsyyVsqZwlXJ0r48HNRhdGCJPqazVZOw6btBoQnqg=s120
byovape,0.415,-1.19,-28.44,1,0.42,4,-0.33333333333333333333,9,0.07,100.00,0.00,https://lh3.googleusercontent.com/YtQGocanZe58Q1Pq3_390Acxy0h6XFK_RsuH-bMx7H2LDJaSXSRhnKeeb6luB3TAVi8vovMD4yenI-W5lfqLFQhMQG6dxxAdYsK1og=s120
c-01-official-collection,0.2,-19.03,-6.98,8761,1752.20,7,0.40000000000000000000,17,-0.15,5.54,4.08,https://lh3.googleusercontent.com/_hn57CNgbtqSi7fmGhXsBpRk0Ocb0lnQFzHku9hVw1pvtkAtvmXf7k3X6HYqhVwDy4C47McDmikN9Gi5kNrdrVFQG5l0sVeqavCPGQ=s120
c86-cyborg,0.084,-6.67,25.37,8533,716.77,4,1.00000000000000000000,33,-0.30,4.10,-7.89,https://lh3.googleusercontent.com/Dyq_DoVUpfiVbr9H6lDQ-Z85WxGzSc2GvUGIPNCFLBUtEcgBCxzZkrT_mQy4C2k_EQnzykIfJbRnmFj0NmuMZPcaNFLVdGwpURIC=s120
cakedapesofficial,0.086,-4.44,-13.13,8906,765.92,4,0.33333333333333333333,30,-0.16,7.70,2.24,https://lh3.googleusercontent.com/CgGzr7DgRmduN2c_jPLwVUSxQTHShHvsYEcxdxoVO_CXxTzWj2OQS-F-A4xMOpM6WJMDP3WkWvuQpQgmpao4GlFoj24EH5nCYIwWeQ=s120
capsulehouse,1.385,16.39,18.38,10006,13858.31,125,-0.04580152671755725191,65,0.05,3.65,-2.93,https://lh3.googleusercontent.com/jzt7Uq5x6lN4PsVC9R_AU2RUujBEw1Pfe6ygJbKc4YRR9r6c8x8dFmh-hYarCcmVQfvHJMjNUKR2tN4g96Tmv-3YyxyQspva78GWZg=s120
castle-kid-colin-tilley,0.033,-5.71,10.00,10092,333.04,0,,10,-0.02,4.17,7.40,https://lh3.googleusercontent.com/TjGvNWxE2nNiYNqEluCsR521JLKDmOoRtsafSi9XD_07ea8AZRMjDaBj9S_HbBoDkdGOCKLa2JAUSJ2J0bvu63h7HiuHbuOWQ8J4tQ=s120
catbloxgenesis,0.4829,-3.42,-35.44,9999,4828.52,84,-0.42068965517241379310,133,-0.23,12.23,-0.81,https://lh3.googleusercontent.com/ruiSdBeZwFASTXoEuKtOQECfEj23sNlkJT-oHMN907STbDjqT3lvvZFDjCNcy8ynGb9yLDkFip0bf_Ed_8eCRpbsSO_s6dBKNfRcnA=s120
cdao,0.5,-7.41,4.38,3,1.50,2,-0.33333333333333333333,5,0.00,100.00,0.00,https://lh3.googleusercontent.com/AlAPt3WM65CbHaEgoSTRpcDzAi3i8qJHbo8jQxa1xFRYUC9SIKjTfSMnmxYWb2eqzLErQS5waS5Hd8miZWiq8KJw7txXGH7LfLGUPg=s120
